-6.283185307179586,NaN
-5.497787143782138,NaN
-4.71238898038469,NaN
-3.9269908169872414,NaN
-3.141592653589793,NaN
-2.356194490192345,NaN
-1.5707963267948966,NaN
-0.7853981633974483,NaN
0.0,-Infinity
0.7853981633974483,-0.24156437052601362
1.5707963267948966,0.4515748013852334
2.356194490192345,0.8570379119291047
3.141592653589793,1.1447210570411075
3.9269908169872414,1.3678656190144156
4.71238898038469,1.5501879271487564
5.497787143782138,1.7043310525463555
6.283185307179586,1.8378647295535475
