-12.566370614359172,-Infinity
-12.534954687823275,-3.5466141310197517E31
-12.503538761287377,-1.578170236418713E25
-12.47212283475148,-2.8198779103877697E21
-12.440706908215581,-5.70677513774029E18
-12.409290981679684,-4.2729573156641104E16
-12.377875055143786,-7.185551967074869E14
-12.346459128607888,-2.0774222958765934E13
-12.31504320207199,-8.793251843815359E11
-12.283627275536093,-4.906281530646414E10
-12.252211349000195,-3.353735058050858E9
-12.220795422464297,-2.660370769368104E8
-12.1893794959284,-2.3464070744347516E7
-12.157963569392502,-2216469.001842429
-12.126547642856604,-215610.38143105287
-12.095131716320706,-20546.699202337917
-12.063715789784808,-1813.5389168066554
-12.03229986324891,-145.70634169625566
-12.000883936713013,-11.207368127119297
-11.969468010177115,-0.8686953281190797
-11.938052083641217,-0.041923560802181174
-11.90663615710532,0.12727914589632444
-11.875220230569422,0.5731494457690626
-11.843804304033524,2.9603681719257957
-11.812388377497626,4.256085584213037
-11.780972450961729,0.7121543843645126
-11.74955652442583,0.11343750571552376
-11.718140597889933,0.018191629788221173
-11.686724671354035,-4.3493654193491987E-4
-11.655308744818138,-0.0027532473599150616
-11.62389281828224,-0.0019256460581090326
-11.592476891746342,-0.001047302936789757
-11.561060965210444,-5.059867149461348E-4
-11.529645038674547,-2.2153909366323226E-4
-11.498229112138649,-1.3969184150610647E-4
-11.466813185602751,-2.8406495694815854E-5
-11.435397259066853,-9.443469438637749E-6
-11.403981332530956,-2.8470329788144493E-6
-11.372565405995058,-7.823916571408556E-7
-11.34114947945916,-1.9414772328316476E-7
-11.309733552923262,-4.277022623402839E-8
-11.278317626387365,-8.160258241481484E-9
-11.246901699851467,-1.3022540897334313E-9
-11.215485773315569,-1.654244643894461E-10
-11.184069846779671,-1.5550186074519233E-11
-11.152653920243774,-9.658500463002087E-13
-11.121237993707876,-3.278572735197627E-14
-11.089822067171978,-4.2611937052427585E-16
-11.05840614063608,-9.540317886605963E-19
-11.026990214100183,-2.8771535389992593E-23
-10.995574287564285,NaN
-10.964158361028387,2.877153539499653E-23
-10.93274243449249,9.540318111710279E-19
-10.901326507956592,4.261195461503529E-16
-10.869910581420694,3.2785831828456735E-14
-10.838494654884796,9.658653561639877E-13
-10.807078728348898,1.5551119051572543E-11
-10.775662801813,1.6545578766202567E-10
-10.744246875277103,1.302941159132256E-9
-10.712830948741205,8.171285159952814E-9
-10.681415022205307,4.291064025389147E-8
-10.64999909566941,1.956555532325642E-7
-10.618583169133512,7.966529971412111E-7
-10.587167242597614,2.974919886592815E-6
-10.555751316061716,1.0490421472738754E-5
-10.524335389525818,3.682563420094093E-5
-10.49291946298992,1.40523317799769E-4
-10.461503536454023,6.4521349108359E-4
-10.430087609918125,0.003663525204996442
-10.398671683382227,0.02407410176880575
-10.36725575684633,0.1704816398933133
-10.335839830310432,1.2609729125393518
-10.304423903774534,9.67219214541315
-10.273007977238636,75.14635638714975
-10.241592050702739,519.1372934421686
-10.210176124166841,2129.0107894111725
-10.178760197630943,2954.735211900851
-10.147344271095045,1436.7972623324215
-10.115928344559148,383.6499554119996
-10.08451241802325,40.14902866882664
-10.053096491487352,1.6364662209382316E-4
-10.021680564951454,105.9302551350268
-9.990264638415557,609.0179070615058
-9.958848711879659,2279.208780794104
-9.927432785343761,7481.851406658176
-9.896016858807863,22089.491558932277
-9.864600932271966,56499.616083419176
-9.833185005736068,110309.03037811021
-9.80176907920017,105695.73483941177
-9.770353152664272,168.58151906780594
-9.738937226128375,-5277473.560205469
-9.707521299592477,-5.1866310351713747E8
-9.67610537305658,-2.571292614369566E10
-9.644689446520681,-1.2098130742609058E12
-9.613273519984784,-7.104237718421177E13
-9.581857593448886,-6.583164039246202E15
-9.550441666912988,-1.30754715610797594E18
-9.51902574037709,-9.383282293808101E20
-9.487609813841193,-7.55734915213301E24
-9.456193887305295,-2.4454811644287152E31
-9.424777960769397,-Infinity
-9.3933620342335,5.203268178295793E31
-9.361946107697602,3.4439294344739276E25
-9.330530181161704,9.290064929951593E21
-9.299114254625806,2.8824145871136383E19
-9.267698328089908,3.361532686284873E17
-9.23628240155401,8.951125195815421E15
-9.204866475018113,4.1719978866799406E14
-9.173450548482215,2.906305469292897E13
-9.142034621946317,2.7368670842499434E12
-9.11061869541042,3.260602053063811E11
-9.079202768874522,4.7028425740375046E10
-9.047786842338624,7.984993477447935E9
-9.016370915802726,1.5722469465218773E9
-8.984954989266829,3.581696570584453E8
-8.95353906273093,9.569349472220209E7
-8.922123136195033,3.1215139190109663E7
-8.890707209659135,1.3734830055707948E7
-8.859291283123238,1.0875211207058007E7
-8.82787535658734,7.292583062729701E7
